customerId,recommendedProducts
9088,43|1|77|2|65|24|17|4|13|20|43|1|77|2|65|24|17|4|13|20
9089,1|8|20|21|9|17|29|61|19|5|1|8|20|21|9|17|29|61|19|5|1|8|20|21|9|17|29|61|19|5|1|8|20|21|9|17|29|61|19|5|1|8|20|21|9|17|29|61|19|5|1|8|20|21|9|17|29|61|19|5|1|8|20|21|9|17|29|61|19|5|1|8|20|21|9|17|29|61|19|5|1|8|20|21|9|17|29|61|19|5|1|8|20|21|9|17|29|61|19|5
9091,242|206|282|218|166|49|51|14|1|15
9093,2|38|48|1|0|272|14|148|79|5|2|38|48|1|0|272|14|148|79|5|2|38|48|1|0|272|14|148|79|5
9094,2|8|38|1|150|200|219|254|130|5
9095,2|9|15|31|13|5|8|14|21|12|2|9|15|31|13|5|8|14|21|12|2|9|15|31|13|5|8|14|21|12
9096,1|5|14|21|33|12|17|20|13|8
9097,2|21|5|9|20|33|31|7|15|82|2|21|5|9|20|33|31|7|15|82|2|21|5|9|20|33|31|7|15|82|2|21|5|9|20|33|31|7|15|82
9098,31|2|0|21|5|61|33|60|7|19|31|2|0|21|5|61|33|60|7|19|31|2|0|21|5|61|33|60|7|19
9099,68|2|14|193|269|5|1|215|8|9
9100,2|21|8|1|14|38|82|61|48|5
9101,2|21|0|82|61|14|106|148|85|31
9102,1|2|21|5|47|8|0|20|34|7|1|2|21|5|47|8|0|20|34|7|1|2|21|5|47|8|0|20|34|7|1|2|21|5|47|8|0|20|34|7|1|2|21|5|47|8|0|20|34|7|1|2|21|5|47|8|0|20|34|7|1|2|21|5|47|8|0|20|34|7
9103,14|1|21|33|8|5|106|41|47|17|14|1|21|33|8|5|106|41|47|17|14|1|21|33|8|5|106|41|47|17|14|1|21|33|8|5|106|41|47|17
9104,14|1|3|33|5|8|21|15|47|19
9105,164|2|1|94|21|23|29|8|11|15|164|2|1|94|21|23|29|8|11|15|164|2|1|94|21|23|29|8|11|15
9106,2|1|33|8|82|21|20|16|38|15|2|1|33|8|82|21|20|16|38|15
9107,21|0|14|5|33|8|7|61|12|15|21|0|14|5|33|8|7|61|12|15|21|0|14|5|33|8|7|61|12|15|21|0|14|5|33|8|7|61|12|15|21|0|14|5|33|8|7|61|12|15|21|0|14|5|33|8|7|61|12|15
9108,2|29|185|1|33|107|187|21|8|82|2|29|185|1|33|107|187|21|8|82
9109,298|251|105|21|137|141|2|162|171|228
9110,148|2|181|21|1|134|5|85|185|74|148|2|181|21|1|134|5|85|185|74|148|2|181|21|1|134|5|85|185|74
9111,1|5|20|21|19|17|14|12|25|61|1|5|20|21|19|17|14|12|25|61|1|5|20|21|19|17|14|12|25|61
9112,1|21|5|19|8|15|33|0|61|20|1|21|5|19|8|15|33|0|61|20|1|21|5|19|8|15|33|0|61|20|1|21|5|19|8|15|33|0|61|20|1|21|5|19|8|15|33|0|61|20|1|21|5|19|8|15|33|0|61|20
9114,224|92|11|175|12|164|107|29|2|23
9115,5|25|9|13|43|287|133|69|1|2|5|25|9|13|43|287|133|69|1|2
9116,8|48|79|194|2|15|21|173|261|82|8|48|79|194|2|15|21|173|261|82|8|48|79|194|2|15|21|173|261|82|8|48|79|194|2|15|21|173|261|82
9117,0|14|31|5|21|33|61|19|15|3|0|14|31|5|21|33|61|19|15|3
9118,148|181|134|2|1|272|185|21|35|34
9120,48|38|79|2|36|5|194|1|14|185
9121,138|2|70|188|12|67|1|25|76|0|138|2|70|188|12|67|1|25|76|0
9122,1|2|25|20|82|15|33|9|135|5|1|2|25|20|82|15|33|9|135|5|1|2|25|20|82|15|33|9|135|5
9123,1|5|21|33|14|19|15|106|185|8|1|5|21|33|14|19|15|106|185|8|1|5|21|33|14|19|15|106|185|8
9124,1|8|21|15|5|20|61|17|36|3|1|8|21|15|5|20|61|17|36|3|1|8|21|15|5|20|61|17|36|3|1|8|21|15|5|20|61|17|36|3|1|8|21|15|5|20|61|17|36|3|1|8|21|15|5|20|61|17|36|3
9125,14|1|3|5|21|33|15|8|16|20|14|1|3|5|21|33|15|8|16|20
9126,2|11|1|25|70|29|20|51|62|138|2|11|1|25|70|29|20|51|62|138|2|11|1|25|70|29|20|51|62|138|2|11|1|25|70|29|20|51|62|138|2|11|1|25|70|29|20|51|62|138
9127,2|1|8|21|38|20|48|5|15|7
9128,1|14|33|5|20|8|13|59|0|15|1|14|33|5|20|8|13|59|0|15|1|14|33|5|20|8|13|59|0|15
9129,1|48|36|33|21|16|61|79|20|19|1|48|36|33|21|16|61|79|20|19|1|48|36|33|21|16|61|79|20|19|1|48|36|33|21|16|61|79|20|19
9130,185|187|2|33|5|1|188|62|59|21|185|187|2|33|5|1|188|62|59|21|185|187|2|33|5|1|188|62|59|21|185|187|2|33|5|1|188|62|59|21|185|187|2|33|5|1|188|62|59|21
9132,164|2|148|114|123|23|80|0|11|138
9133,43|13|77|2|24|245|1|133|8|65|43|13|77|2|24|245|1|133|8|65|43|13|77|2|24|245|1|133|8|65
9134,14|1|5|33|21|15|8|19|0|106
9135,14|1|5|3|33|8|21|17|15|19
9136,14|1|5|33|21|3|17|15|8|19
9137,1|164|2|213|33|50|0|17|38|8|1|164|2|213|33|50|0|17|38|8
9138,2|0|5|20|21|14|16|15|31|61|2|0|5|20|21|14|16|15|31|61|2|0|5|20|21|14|16|15|31|61|2|0|5|20|21|14|16|15|31|61|2|0|5|20|21|14|16|15|31|61|2|0|5|20|21|14|16|15|31|61|2|0|5|20|21|14|16|15|31|61
9139,2|21|0|33|17|20|15|47|85|31|2|21|0|33|17|20|15|47|85|31|2|21|0|33|17|20|15|47|85|31|2|21|0|33|17|20|15|47|85|31
9140,148|134|1|170|15|17|21|20|91|105|148|134|1|170|15|17|21|20|91|105|148|134|1|170|15|17|21|20|91|105
9141,74|75|294|73|2|87|90|15|64|51
9142,2|21|1|8|15|186|61|79|94|47|2|21|1|8|15|186|61|79|94|47
9143,23|11|107|2|5|1|14|17|7|20|23|11|107|2|5|1|14|17|7|20
9144,1|7|52|209|178|0|17|114|15|25|1|7|52|209|178|0|17|114|15|25|1|7|52|209|178|0|17|114|15|25
9145,1|14|5|21|12|61|33|18|13|17|1|14|5|21|12|61|33|18|13|17|1|14|5|21|12|61|33|18|13|17|1|14|5|21|12|61|33|18|13|17
9146,8|38|2|36|194|1|21|47|82|9|8|38|2|36|194|1|21|47|82|9|8|38|2|36|194|1|21|47|82|9
9147,2|81|1|82|21|55|8|148|0|46
9148,252|7|13|1|2|233|50|56|131|77
9149,2|1|7|13|62|23|11|70|8|20|2|1|7|13|62|23|11|70|8|20|2|1|7|13|62|23|11|70|8|20
9151,5|2|0|21|61|7|31|8|47|20|5|2|0|21|61|7|31|8|47|20|5|2|0|21|61|7|31|8|47|20|5|2|0|21|61|7|31|8|47|20
9152,14|1|33|8|21|5|7|15|12|61|14|1|33|8|21|5|7|15|12|61|14|1|33|8|21|5|7|15|12|61
9153,82|1|264|2|21|85|148|61|0|223|82|1|264|2|21|85|148|61|0|223|82|1|264|2|21|85|148|61|0|223|82|1|264|2|21|85|148|61|0|223|82|1|264|2|21|85|148|61|0|223|82|1|264|2|21|85|148|61|0|223
9154,2|1|14|5|50|33|20|21|94|45
9155,164|2|148|1|114|21|11|23|38|0
9156,115|276|25|1|2|0|137|150|67|20|115|276|25|1|2|0|137|150|67|20
9157,1|14|68|17|8|5|47|33|15|11|1|14|68|17|8|5|47|33|15|11
9158,132|37|97|8|251|21|170|9|20|1|132|37|97|8|251|21|170|9|20|1|132|37|97|8|251|21|170|9|20|1|132|37|97|8|251|21|170|9|20|1
9159,2|1|5|19|14|9|20|47|15|8|2|1|5|19|14|9|20|47|15|8|2|1|5|19|14|9|20|47|15|8|2|1|5|19|14|9|20|47|15|8
9160,14|1|48|21|36|38|15|79|44|5|14|1|48|21|36|38|15|79|44|5|14|1|48|21|36|38|15|79|44|5
9161,1|2|0|11|21|25|114|28|20|15
9162,1|38|13|2|7|88|8|252|266|11
9164,23|29|107|2|1|20|5|33|50|150
9166,2|11|1|21|107|8|82|29|38|14|2|11|1|21|107|8|82|29|38|14
9167,1|21|8|20|15|0|33|9|17|152|1|21|8|20|15|0|33|9|17|152|1|21|8|20|15|0|33|9|17|152|1|21|8|20|15|0|33|9|17|152
9168,14|1|20|5|163|21|38|13|12|8|14|1|20|5|163|21|38|13|12|8|14|1|20|5|163|21|38|13|12|8
9169,2|31|0|21|7|5|33|30|61|19|2|31|0|21|7|5|33|30|61|19
9170,62|0|14|21|31|8|33|5|188|138|62|0|14|21|31|8|33|5|188|138
9172,2|1|13|15|43|25|38|52|178|5|2|1|13|15|43|25|38|52|178|5|2|1|13|15|43|25|38|52|178|5
9173,14|1|21|33|15|8|170|5|19|106|14|1|21|33|15|8|170|5|19|106
9174,2|148|1|8|47|38|14|48|96|197|2|148|1|8|47|38|14|48|96|197
9175,8|48|2|194|79|15|14|36|9|24|8|48|2|194|79|15|14|36|9|24|8|48|2|194|79|15|14|36|9|24
9177,2|12|1|5|40|16|76|14|0|15
9178,2|148|1|14|61|137|8|55|217|298|2|148|1|14|61|137|8|55|217|298|2|148|1|14|61|137|8|55|217|298
9179,1|14|5|21|8|15|61|0|85|20|1|14|5|21|8|15|61|0|85|20|1|14|5|21|8|15|61|0|85|20|1|14|5|21|8|15|61|0|85|20|1|14|5|21|8|15|61|0|85|20
9180,70|62|1|14|138|94|5|20|13|188|70|62|1|14|138|94|5|20|13|188
9181,51|94|175|113|15|131|7|188|111|4
9183,23|107|2|1|114|0|15|21|20|25|23|107|2|1|114|0|15|21|20|25
9185,2|21|47|5|8|61|7|0|9|20|2|21|47|5|8|61|7|0|9|20|2|21|47|5|8|61|7|0|9|20|2|21|47|5|8|61|7|0|9|20|2|21|47|5|8|61|7|0|9|20
9186,1|7|77|15|20|2|57|8|51|52
9187,51|145|272|34|268|12|191|23|7|109
9188,2|1|8|21|38|20|48|5|15|7
9189,181|170|15|2|1|148|82|173|211|21|181|170|15|2|1|148|82|173|211|21|181|170|15|2|1|148|82|173|211|21|181|170|15|2|1|148|82|173|211|21|181|170|15|2|1|148|82|173|211|21
9191,15|7|2|249|77|70|62|229|8|82
9192,2|14|1|13|162|47|5|38|8|33|2|14|1|13|162|47|5|38|8|33
9193,1|14|5|33|8|21|15|20|19|59
9194,1|14|5|33|8|97|15|61|18|94|1|14|5|33|8|97|15|61|18|94|1|14|5|33|8|97|15|61|18|94
9195,2|1|8|21|38|20|48|5|15|7
9196,175|114|81|265|186|5|252|297|2|16
9197,2|5|82|14|8|261|36|96|104|251
9198,86|5|14|0|21|47|8|15|61|12|86|5|14|0|21|47|8|15|61|12|86|5|14|0|21|47|8|15|61|12|86|5|14|0|21|47|8|15|61|12
9199,29|107|2|114|1|82|145|15|21|170
9200,188|164|62|67|2|116|173|1|82|148|188|164|62|67|2|116|173|1|82|148|188|164|62|67|2|116|173|1|82|148
9201,2|5|8|1|61|7|21|82|76|36|2|5|8|1|61|7|21|82|76|36
9202,93|2|1|73|5|20|57|33|82|244
9203,2|7|13|15|31|73|75|280|0|20|2|7|13|15|31|73|75|280|0|20|2|7|13|15|31|73|75|280|0|20
9204,1|294|25|2|128|21|6|209|20|17|1|294|25|2|128|21|6|209|20|17
9205,234|73|269|25|130|16|232|267|28|61|234|73|269|25|130|16|232|267|28|61
9206,2|1|8|20|15|62|51|47|25|14|2|1|8|20|15|62|51|47|25|14|2|1|8|20|15|62|51|47|25|14
9207,66|1|289|0|2|272|20|15|7|25|66|1|289|0|2|272|20|15|7|25|66|1|289|0|2|272|20|15|7|25|66|1|289|0|2|272|20|15|7|25|66|1|289|0|2|272|20|15|7|25
9208,70|62|2|116|1|39|148|38|21|8
9209,8|36|48|38|194|2|173|82|1|14|8|36|48|38|194|2|173|82|1|14|8|36|48|38|194|2|173|82|1|14
9210,2|1|26|15|25|0|51|13|14|75|2|1|26|15|25|0|51|13|14|75|2|1|26|15|25|0|51|13|14|75|2|1|26|15|25|0|51|13|14|75
9211,23|29|107|75|2|58|90|10|1|15|23|29|107|75|2|58|90|10|1|15|23|29|107|75|2|58|90|10|1|15|23|29|107|75|2|58|90|10|1|15|23|29|107|75|2|58|90|10|1|15
9212,33|0|21|14|20|15|7|69|8|12|33|0|21|14|20|15|7|69|8|12|33|0|21|14|20|15|7|69|8|12|33|0|21|14|20|15|7|69|8|12|33|0|21|14|20|15|7|69|8|12
9213,2|186|11|9|12|23|20|8|5|21|2|186|11|9|12|23|20|8|5|21|2|186|11|9|12|23|20|8|5|21|2|186|11|9|12|23|20|8|5|21
9214,2|7|8|13|1|20|14|176|4|252|2|7|8|13|1|20|14|176|4|252|2|7|8|13|1|20|14|176|4|252
9215,1|33|21|14|0|20|69|15|17|8|1|33|21|14|0|20|69|15|17|8|1|33|21|14|0|20|69|15|17|8|1|33|21|14|0|20|69|15|17|8
9216,2|210|16|25|5|20|7|61|31|73|2|210|16|25|5|20|7|61|31|73|2|210|16|25|5|20|7|61|31|73|2|210|16|25|5|20|7|61|31|73|2|210|16|25|5|20|7|61|31|73|2|210|16|25|5|20|7|61|31|73|2|210|16|25|5|20|7|61|31|73|2|210|16|25|5|20|7|61|31|73|2|210|16|25|5|20|7|61|31|73|2|210|16|25|5|20|7|61|31|73|2|210|16|25|5|20|7|61|31|73|2|210|16|25|5|20|7|61|31|73|2|210|16|25|5|20|7|61|31|73
9217,119|148|55|178|2|183|39|1|5|81
9218,1|38|2|131|20|48|44|64|282|5|1|38|2|131|20|48|44|64|282|5|1|38|2|131|20|48|44|64|282|5|1|38|2|131|20|48|44|64|282|5|1|38|2|131|20|48|44|64|282|5
9219,15|1|33|68|7|292|21|20|135|25|15|1|33|68|7|292|21|20|135|25|15|1|33|68|7|292|21|20|135|25
9221,8|38|2|82|0|31|21|5|61|261|8|38|2|82|0|31|21|5|61|261|8|38|2|82|0|31|21|5|61|261|8|38|2|82|0|31|21|5|61|261
9222,14|1|5|8|21|61|15|91|3|33
9224,2|1|8|21|38|20|48|5|15|7|2|1|8|21|38|20|48|5|15|7
9225,1|2|291|17|21|9|14|20|61|221|1|2|291|17|21|9|14|20|61|221|1|2|291|17|21|9|14|20|61|221|1|2|291|17|21|9|14|20|61|221
9226,2|29|107|1|21|8|82|5|0|61|2|29|107|1|21|8|82|5|0|61|2|29|107|1|21|8|82|5|0|61
9227,294|128|129|6|26|154|262|1|83|27
9228,169|73|61|164|88|2|265|34|107|76
9229,94|173|82|79|152|2|48|15|179|36
9230,2|81|8|14|38|51|25|55|21|1|2|81|8|14|38|51|25|55|21|1|2|81|8|14|38|51|25|55|21|1|2|81|8|14|38|51|25|55|21|1|2|81|8|14|38|51|25|55|21|1
9231,148|47|44|96|173|61|239|245|115|94
9232,29|11|107|2|1|7|114|0|147|145
9233,43|2|13|176|178|57|4|8|244|1|43|2|13|176|178|57|4|8|244|1
9234,1|52|7|17|209|178|0|89|114|15
9235,2|21|185|5|33|19|61|31|187|20|2|21|185|5|33|19|61|31|187|20|2|21|185|5|33|19|61|31|187|20|2|21|185|5|33|19|61|31|187|20|2|21|185|5|33|19|61|31|187|20
9236,2|1|8|15|137|135|7|287|89|5|2|1|8|15|137|135|7|287|89|5|2|1|8|15|137|135|7|287|89|5
9237,1|71|75|9|2|69|133|182|56|290
9239,14|1|5|3|33|8|21|17|15|19
9240,56|1|75|176|173|246|182|7|2|6
9241,1|7|35|2|51|133|57|19|9|173|1|7|35|2|51|133|57|19|9|173|1|7|35|2|51|133|57|19|9|173
9242,2|1|8|21|38|20|48|5|15|7
9243,1|21|17|33|15|8|0|61|16|20|1|21|17|33|15|8|0|61|16|20|1|21|17|33|15|8|0|61|16|20|1|21|17|33|15|8|0|61|16|20
9244,104|147|2|38|8|1|48|21|170|15
9245,208|244|2|1|11|89|266|19|192|13
9246,1|162|17|2|271|14|159|69|238|0
9247,23|107|181|2|82|1|15|170|47|114|23|107|181|2|82|1|15|170|47|114
9248,2|47|21|61|1|8|271|0|85|5|2|47|21|61|1|8|271|0|85|5|2|47|21|61|1|8|271|0|85|5|2|47|21|61|1|8|271|0|85|5
9249,1|2|20|8|104|31|81|21|33|55|1|2|20|8|104|31|81|21|33|55|1|2|20|8|104|31|81|21|33|55|1|2|20|8|104|31|81|21|33|55|1|2|20|8|104|31|81|21|33|55|1|2|20|8|104|31|81|21|33|55|1|2|20|8|104|31|81|21|33|55|1|2|20|8|104|31|81|21|33|55
9250,2|1|5|94|21|47|15|33|14|82|2|1|5|94|21|47|15|33|14|82
9251,1|20|2|21|25|4|8|13|43|154|1|20|2|21|25|4|8|13|43|154|1|20|2|21|25|4|8|13|43|154|1|20|2|21|25|4|8|13|43|154
9252,2|86|0|5|7|33|47|21|13|14|2|86|0|5|7|33|47|21|13|14
9253,75|58|90|10|74|160|83|236|51|99
9254,2|0|21|5|13|14|31|41|33|19|2|0|21|5|13|14|31|41|33|19|2|0|21|5|13|14|31|41|33|19|2|0|21|5|13|14|31|41|33|19
9255,186|1|9|2|45|131|8|21|38|20|186|1|9|2|45|131|8|21|38|20|186|1|9|2|45|131|8|21|38|20|186|1|9|2|45|131|8|21|38|20
9256,2|1|94|8|15|14|38|5|152|170|2|1|94|8|15|14|38|5|152|170|2|1|94|8|15|14|38|5|152|170|2|1|94|8|15|14|38|5|152|170|2|1|94|8|15|14|38|5|152|170|2|1|94|8|15|14|38|5|152|170
9257,2|72|0|31|5|14|7|20|47|21|2|72|0|31|5|14|7|20|47|21|2|72|0|31|5|14|7|20|47|21
9258,2|46|1|224|12|11|0|23|8|15
9259,210|12|73|40|16|1|0|144|253|107
9260,14|1|5|3|33|8|21|17|15|19|14|1|5|3|33|8|21|17|15|19
9261,2|82|35|1|21|19|5|33|173|7
9262,1|2|20|13|131|15|9|7|8|139|1|2|20|13|131|15|9|7|8|139
9263,38|48|2|79|1|15|14|25|194|21|38|48|2|79|1|15|14|25|194|21|38|48|2|79|1|15|14|25|194|21|38|48|2|79|1|15|14|25|194|21
9264,2|1|15|14|77|73|20|51|57|38|2|1|15|14|77|73|20|51|57|38
9265,1|2|77|13|43|8|15|20|17|0|1|2|77|13|43|8|15|20|17|0|1|2|77|13|43|8|15|20|17|0
9266,2|5|12|1|21|119|11|8|15|9|2|5|12|1|21|119|11|8|15|9|2|5|12|1|21|119|11|8|15|9|2|5|12|1|21|119|11|8|15|9|2|5|12|1|21|119|11|8|15|9
9267,50|1|7|0|43|20|2|114|51|245|50|1|7|0|43|20|2|114|51|245
9268,190|1|8|14|38|5|36|48|20|61|190|1|8|14|38|5|36|48|20|61|190|1|8|14|38|5|36|48|20|61
9269,1|44|2|47|15|61|82|146|19|148|1|44|2|47|15|61|82|146|19|148
9270,1|33|21|14|15|0|8|55|91|95|1|33|21|14|15|0|8|55|91|95|1|33|21|14|15|0|8|55|91|95
9271,2|1|114|15|21|20|0|82|39|61|2|1|114|15|21|20|0|82|39|61|2|1|114|15|21|20|0|82|39|61|2|1|114|15|21|20|0|82|39|61
9272,72|2|43|1|47|0|108|10|77|15|72|2|43|1|47|0|108|10|77|15|72|2|43|1|47|0|108|10|77|15
9273,0|33|21|14|20|69|15|7|61|8|0|33|21|14|20|69|15|7|61|8|0|33|21|14|20|69|15|7|61|8|0|33|21|14|20|69|15|7|61|8|0|33|21|14|20|69|15|7|61|8
9274,2|1|21|94|20|15|216|23|0|107
9275,1|2|21|15|33|9|61|145|8|7|1|2|21|15|33|9|61|145|8|7|1|2|21|15|33|9|61|145|8|7
9276,188|67|116|62|138|82|173|2|94|175
9277,14|8|5|47|19|15|48|81|0|33|14|8|5|47|19|15|48|81|0|33|14|8|5|47|19|15|48|81|0|33|14|8|5|47|19|15|48|81|0|33|14|8|5|47|19|15|48|81|0|33|14|8|5|47|19|15|48|81|0|33|14|8|5|47|19|15|48|81|0|33|14|8|5|47|19|15|48|81|0|33|14|8|5|47|19|15|48|81|0|33
9278,34|8|2|175|211|148|192|131|145|67
9279,291|173|82|2|1|8|21|61|25|118|291|173|82|2|1|8|21|61|25|118|291|173|82|2|1|8|21|61|25|118
9281,250|63|45|38|196|20|9|133|8|178
9282,2|5|1|33|19|40|21|12|195|8|2|5|1|33|19|40|21|12|195|8
9283,22|46|3|204|20|235|209|98|8|293
9284,1|2|208|7|20|31|244|33|69|5|1|2|208|7|20|31|244|33|69|5|1|2|208|7|20|31|244|33|69|5
9285,23|29|1|2|87|6|147|15|107|7|23|29|1|2|87|6|147|15|107|7
9287,2|1|7|25|8|36|21|82|11|137|2|1|7|25|8|36|21|82|11|137
9288,48|36|2|1|44|21|5|166|82|15|48|36|2|1|44|21|5|166|82|15|48|36|2|1|44|21|5|166|82|15
9289,2|31|72|21|5|61|12|59|18|16|2|31|72|21|5|61|12|59|18|16
9290,14|0|31|5|21|33|61|19|3|15|14|0|31|5|21|33|61|19|3|15|14|0|31|5|21|33|61|19|3|15
9291,2|21|5|31|228|0|170|61|134|152|2|21|5|31|228|0|170|61|134|152
9292,137|2|1|8|94|33|19|15|82|5|137|2|1|8|94|33|19|15|82|5|137|2|1|8|94|33|19|15|82|5
9293,2|25|82|8|265|24|270|3|38|238
9294,2|31|0|21|5|221|13|61|15|137|2|31|0|21|5|221|13|61|15|137|2|31|0|21|5|221|13|61|15|137
9295,294|128|6|129|26|1|2|15|4|13|294|128|6|129|26|1|2|15|4|13
9296,2|1|21|141|17|15|20|192|94|8|2|1|21|141|17|15|20|192|94|8|2|1|21|141|17|15|20|192|94|8|2|1|21|141|17|15|20|192|94|8|2|1|21|141|17|15|20|192|94|8|2|1|21|141|17|15|20|192|94|8
9297,2|21|1|19|5|8|195|15|48|38|2|21|1|19|5|8|195|15|48|38|2|21|1|19|5|8|195|15|48|38
9298,2|5|31|0|193|14|7|165|8|13|2|5|31|0|193|14|7|165|8|13|2|5|31|0|193|14|7|165|8|13
9299,107|2|21|1|114|8|15|3|0|9|107|2|21|1|114|8|15|3|0|9
9300,2|1|8|21|38|20|48|5|15|7
9301,2|7|31|15|21|33|178|8|56|0|2|7|31|15|21|33|178|8|56|0|2|7|31|15|21|33|178|8|56|0|2|7|31|15|21|33|178|8|56|0|2|7|31|15|21|33|178|8|56|0
9302,2|148|233|1|8|111|14|134|17|38
9303,298|91|89|243|143|2|152|8|148|61|298|91|89|243|143|2|152|8|148|61
9304,1|5|46|21|14|33|15|8|16|17|1|5|46|21|14|33|15|8|16|17|1|5|46|21|14|33|15|8|16|17|1|5|46|21|14|33|15|8|16|17|1|5|46|21|14|33|15|8|16|17|1|5|46|21|14|33|15|8|16|17|1|5|46|21|14|33|15|8|16|17|1|5|46|21|14|33|15|8|16|17
9306,1|2|66|5|28|13|18|7|20|17|1|2|66|5|28|13|18|7|20|17|1|2|66|5|28|13|18|7|20|17|1|2|66|5|28|13|18|7|20|17|1|2|66|5|28|13|18|7|20|17
9307,14|1|5|3|33|8|21|17|15|19
9308,14|1|5|3|33|8|21|17|15|19
9309,1|2|12|145|275|72|31|18|8|81|1|2|12|145|275|72|31|18|8|81
9310,284|5|8|14|0|20|31|148|13|12|284|5|8|14|0|20|31|148|13|12|284|5|8|14|0|20|31|148|13|12|284|5|8|14|0|20|31|148|13|12
9311,2|1|8|21|38|20|48|5|15|7
9312,2|0|21|31|33|13|7|294|20|47|2|0|21|31|33|13|7|294|20|47|2|0|21|31|33|13|7|294|20|47|2|0|21|31|33|13|7|294|20|47|2|0|21|31|33|13|7|294|20|47
9313,8|38|79|1|82|21|61|5|20|19|8|38|79|1|82|21|61|5|20|19|8|38|79|1|82|21|61|5|20|19|8|38|79|1|82|21|61|5|20|19|8|38|79|1|82|21|61|5|20|19|8|38|79|1|82|21|61|5|20|19|8|38|79|1|82|21|61|5|20|19|8|38|79|1|82|21|61|5|20|19
9314,2|20|44|172|14|12|89|13|173|4|2|20|44|172|14|12|89|13|173|4
9315,1|2|21|20|50|5|45|8|0|14|1|2|21|20|50|5|45|8|0|14|1|2|21|20|50|5|45|8|0|14
9316,72|2|43|1|47|0|108|10|77|15
9317,29|11|107|2|145|1|82|15|170|289
9318,1|2|169|245|51|172|252|53|160|27|1|2|169|245|51|172|252|53|160|27|1|2|169|245|51|172|252|53|160|27|1|2|169|245|51|172|252|53|160|27
9319,41|2|1|29|23|111|5|21|97|0|41|2|1|29|23|111|5|21|97|0|41|2|1|29|23|111|5|21|97|0|41|2|1|29|23|111|5|21|97|0
9320,36|1|2|38|13|9|115|262|51|14|36|1|2|38|13|9|115|262|51|14|36|1|2|38|13|9|115|262|51|14
9321,2|94|152|5|19|15|61|8|170|97|2|94|152|5|19|15|61|8|170|97|2|94|152|5|19|15|61|8|170|97|2|94|152|5|19|15|61|8|170|97|2|94|152|5|19|15|61|8|170|97|2|94|152|5|19|15|61|8|170|97
9322,148|1|2|47|8|9|14|44|51|20|148|1|2|47|8|9|14|44|51|20|148|1|2|47|8|9|14|44|51|20|148|1|2|47|8|9|14|44|51|20
9323,11|29|2|107|31|0|21|9|7|20|11|29|2|107|31|0|21|9|7|20
9324,10|77|87|220|32|83|24|1|2|51|10|77|87|220|32|83|24|1|2|51
9325,1|2|72|12|5|61|267|31|7|28
9326,1|33|2|5|21|15|47|14|152|19|1|33|2|5|21|15|47|14|152|19
9327,13|237|258|245|77|7|133|2|24|43
9328,2|1|8|21|38|20|48|5|15|7
9329,115|1|208|0|85|262|72|185|15|64
9330,2|1|0|21|8|20|55|7|82|33|2|1|0|21|8|20|55|7|82|33|2|1|0|21|8|20|55|7|82|33|2|1|0|21|8|20|55|7|82|33|2|1|0|21|8|20|55|7|82|33|2|1|0|21|8|20|55|7|82|33|2|1|0|21|8|20|55|7|82|33|2|1|0|21|8|20|55|7|82|33
9331,1|14|20|8|15|5|19|17|12|7|1|14|20|8|15|5|19|17|12|7|1|14|20|8|15|5|19|17|12|7
9333,23|2|1|5|19|0|61|70|20|15|23|2|1|5|19|0|61|70|20|15|23|2|1|5|19|0|61|70|20|15|23|2|1|5|19|0|61|70|20|15|23|2|1|5|19|0|61|70|20|15|23|2|1|5|19|0|61|70|20|15|23|2|1|5|19|0|61|70|20|15|23|2|1|5|19|0|61|70|20|15|23|2|1|5|19|0|61|70|20|15|23|2|1|5|19|0|61|70|20|15|23|2|1|5|19|0|61|70|20|15
9334,2|1|47|14|5|8|20|63|38|94|2|1|47|14|5|8|20|63|38|94|2|1|47|14|5|8|20|63|38|94|2|1|47|14|5|8|20|63|38|94|2|1|47|14|5|8|20|63|38|94|2|1|47|14|5|8|20|63|38|94|2|1|47|14|5|8|20|63|38|94
9335,1|2|230|69|59|0|13|72|20|131
9336,81|25|2|12|40|159|1|20|5|55|81|25|2|12|40|159|1|20|5|55
9337,48|2|261|21|166|55|14|1|44|15|48|2|261|21|166|55|14|1|44|15|48|2|261|21|166|55|14|1|44|15|48|2|261|21|166|55|14|1|44|15|48|2|261|21|166|55|14|1|44|15
9338,2|23|1|29|107|5|19|21|82|8|2|23|1|29|107|5|19|21|82|8|2|23|1|29|107|5|19|21|82|8
9339,294|128|129|1|6|26|2|51|20|264
9340,2|1|8|21|38|20|48|5|15|7
9341,11|107|2|1|82|20|9|8|7|148|11|107|2|1|82|20|9|8|7|148|11|107|2|1|82|20|9|8|7|148|11|107|2|1|82|20|9|8|7|148|11|107|2|1|82|20|9|8|7|148|11|107|2|1|82|20|9|8|7|148|11|107|2|1|82|20|9|8|7|148
9343,12|148|108|245|25|2|11|120|33|43
9344,50|1|45|63|182|20|282|2|14|131|50|1|45|63|182|20|282|2|14|131
9345,2|25|1|15|114|21|0|135|148|89|2|25|1|15|114|21|0|135|148|89
9346,1|5|21|93|33|15|47|12|20|82|1|5|21|93|33|15|47|12|20|82|1|5|21|93|33|15|47|12|20|82|1|5|21|93|33|15|47|12|20|82
9347,14|1|5|3|33|8|21|17|15|19|14|1|5|3|33|8|21|17|15|19
